Keywords,Date and Time,Source,Event ID,Task Category,
Audit Success,22/10/2025 12:32:55 am,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"A security-enabled local group membership was enumerated.

Subject:
	Security ID:		WIN10-1\Bob
	Account Name:		Bob
	Account Domain:		DESKTOP-5877OOS
	Logon ID:		0x2C5E20

Group:
	Security ID:		BUILTIN\Administrators
	Group Name:		Administrators
	Group Domain:		Builtin

Process Information:
	Process ID:		0x1d14
	Process Name:		C:\Windows\System32\RuntimeBroker.exe"
Audit Success,22/10/2025 12:32:55 am,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"A security-enabled local group membership was enumerated.

Subject:
	Security ID:		WIN10-1\Bob
	Account Name:		Bob
	Account Domain:		DESKTOP-5877OOS
	Logon ID:		0x2C5E20

Group:
	Security ID:		BUILTIN\Administrators
	Group Name:		Administrators
	Group Domain:		Builtin

Process Information:
	Process ID:		0x1d14
	Process Name:		C:\Windows\System32\RuntimeBroker.exe"
Audit Success,22/10/2025 12:32:55 am,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"A security-enabled local group membership was enumerated.

Subject:
	Security ID:		WIN10-1\Bob
	Account Name:		Bob
	Account Domain:		DESKTOP-5877OOS
	Logon ID:		0x2C5E20

Group:
	Security ID:		BUILTIN\Administrators
	Group Name:		Administrators
	Group Domain:		Builtin

Process Information:
	Process ID:		0x1d14
	Process Name:		C:\Windows\System32\RuntimeBroker.exe"
Audit Success,22/10/2025 12:32:55 am,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"A security-enabled local group membership was enumerated.

Subject:
	Security ID:		SYSTEM
	Account Name:		WIN-V9E96E0LK6Q$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Group:
	Security ID:		BUILTIN\Administrators
	Group Name:		Administrators
	Group Domain:		Builtin

Process Information:
	Process ID:		0x3c
	Process Name:		C:\Windows\System32\svchost.exe"
Audit Success,22/10/2025 12:32:55 am,Microsoft-Windows-Security-Auditing,4799,Security Group Management,"A security-enabled local group membership was enumerated.

Subject:
	Security ID:		SYSTEM
	Account Name:		WIN-V9E96E0LK6Q$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Group:
	Security ID:		BUILTIN\Backup Operators
	Group Name:		Backup Operators
	Group Domain:		Builtin

Process Information:
	Process ID:		0x3c
	Process Name:		C:\Windows\System32\svchost.exe"
Audit Success,22/10/2025 12:33:11 am,Microsoft-Windows-Security-Auditing,5379,User Account Management,"Credential Manager credentials were read.

Subject:
	Security ID:		WIN10-1\Bob
	Account Name:		Bob
	Account Domain:		DESKTOP-5877OOS
	Logon ID:		0x2C5E20
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager."
Audit Success,22/10/2025 12:33:11 am,Microsoft-Windows-Security-Auditing,5379,User Account Management,"Credential Manager credentials were read.

Subject:
	Security ID:		WIN10-1\Bob
	Account Name:		Bob
	Account Domain:		DESKTOP-5877OOS
	Logon ID:		0x2C5E20
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager."
Audit Success,22/10/2025 12:33:12 am,Microsoft-Windows-Security-Auditing,5379,User Account Management,"Credential Manager credentials were read.

Subject:
	Security ID:		WIN10-1\Bob
	Account Name:		Bob
	Account Domain:		DESKTOP-5877OOS
	Logon ID:		0x2C5E20
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager."
Audit Success,22/10/2025 12:33:12 am,Microsoft-Windows-Security-Auditing,5379,User Account Management,"Credential Manager credentials were read.

Subject:
	Security ID:		WIN10-1\Bob
	Account Name:		Bob
	Account Domain:		DESKTOP-5877OOS
	Logon ID:		0x2C5E20
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager."
Audit Success,22/10/2025 12:33:13 am,Microsoft-Windows-Security-Auditing,5379,User Account Management,"Credential Manager credentials were read.

Subject:
	Security ID:		WIN10-1\Bob
	Account Name:		Bob
	Account Domain:		DESKTOP-5877OOS
	Logon ID:		0x2C5E20
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager."
Audit Success,22/10/2025 12:33:18 am,Microsoft-Windows-Security-Auditing,5379,User Account Management,"Credential Manager credentials were read.

Subject:
	Security ID:		WIN10-1\Bob
	Account Name:		Bob
	Account Domain:		DESKTOP-5877OOS
	Logon ID:		0x2C5E20
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager."
Audit Success,22/10/2025 12:33:26 am,Microsoft-Windows-Security-Auditing,5379,User Account Management,"Credential Manager credentials were read.

Subject:
	Security ID:		WIN10-1\Bob
	Account Name:		Bob
	Account Domain:		DESKTOP-5877OOS
	Logon ID:		0x2C5E20
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager."
Audit Success,22/10/2025 12:33:26 am,Microsoft-Windows-Security-Auditing,5379,User Account Management,"Credential Manager credentials were read.

Subject:
	Security ID:		WIN10-1\Bob
	Account Name:		Bob
	Account Domain:		DESKTOP-5877OOS
	Logon ID:		0x2C5E20
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager."
Audit Success,22/10/2025 12:33:51 am,Microsoft-Windows-Security-Auditing,4624,Logon,"An account was successfully logged on.

Subject:
	Security ID:		SYSTEM
	Account Name:		WIN-V9E96E0LK6Q$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Logon Information:
	Logon Type:		5
	Restricted Admin Mode:	-
	Virtual Account:		No
	Elevated Token:		Yes

Impersonation Level:		Impersonation

New Logon:
	Security ID:		SYSTEM
	Account Name:		SYSTEM
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E7
	Linked Logon ID:		0x0
	Network Account Name:	-
	Network Account Domain:	-
	Logon GUID:		{00000000-0000-0000-0000-000000000000}

Process Information:
	Process ID:		0x280
	Process Name:		C:\Windows\System32\services.exe

Network Information:
	Workstation Name:	-
	Source Network Address:	-
	Source Port:		-

Detailed Authentication Information:
	Logon Process:		Advapi  
	Authentication Package:	Negotiate
	Transited Services:	-
	Package Name (NTLM only):	-
	Key Length:		0

This event is generated when a logon session is created. It is generated on the computer that was accessed.

The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.

The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network).

The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was logged on.

The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases.

The impersonation level field indicates the extent to which a process in the logon session can impersonate.

The authentication information fields provide detailed information about this specific logon request.
	- Logon GUID is a unique identifier that can be used to correlate this event with a KDC event.
	- Transited services indicate which intermediate services have participated in this logon request.
	- Package name indicates which sub-protocol was used among the NTLM protocols.
	- Key length indicates the length of the generated session key. This will be 0 if no session key was requested."
Audit Success,22/10/2025 12:33:51 am,Microsoft-Windows-Security-Auditing,4672,Special Logon,"Special privileges assigned to new logon.

Subject:
	Security ID:		SYSTEM
	Account Name:		SYSTEM
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E7

Privileges:		SeAssignPrimaryTokenPrivilege
			SeTcbPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeDebugPrivilege
			SeAuditPrivilege
			SeSystemEnvironmentPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege"
Audit Success,22/10/2025 12:34:23 am,Microsoft-Windows-Security-Auditing,5379,User Account Management,"Credential Manager credentials were read.

Subject:
	Security ID:		WIN10-1\Bob
	Account Name:		Bob
	Account Domain:		DESKTOP-5877OOS
	Logon ID:		0x2C5E20
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager."
Audit Success,22/10/2025 12:34:23 am,Microsoft-Windows-Security-Auditing,5379,User Account Management,"Credential Manager credentials were read.

Subject:
	Security ID:		WIN10-1\Bob
	Account Name:		Bob
	Account Domain:		DESKTOP-5877OOS
	Logon ID:		0x2C5E20
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager."
Audit Success,22/10/2025 12:34:23 am,Microsoft-Windows-Security-Auditing,5379,User Account Management,"Credential Manager credentials were read.

Subject:
	Security ID:		WIN10-1\Bob
	Account Name:		Bob
	Account Domain:		DESKTOP-5877OOS
	Logon ID:		0x2C5E20
	Read Operation:		Read Credential

This event occurs when a user performs a read operation on stored credentials in Credential Manager."
Audit Success,22/10/2025 12:34:23 am,Microsoft-Windows-Security-Auditing,5379,User Account Management,"Credential Manager credentials were read.

Subject:
	Security ID:		WIN10-1\Bob
	Account Name:		Bob
	Account Domain:		DESKTOP-5877OOS
	Logon ID:		0x2C5E20
	Read Operation:		Read Credential

This event occurs when a user performs a read operation on stored credentials in Credential Manager."
Audit Success,22/10/2025 12:34:24 am,Microsoft-Windows-Security-Auditing,5379,User Account Management,"Credential Manager credentials were read.

Subject:
	Security ID:		WIN10-1\Bob
	Account Name:		Bob
	Account Domain:		DESKTOP-5877OOS
	Logon ID:		0x2C5E20
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager."
Audit Success,22/10/2025 12:34:24 am,Microsoft-Windows-Security-Auditing,5379,User Account Management,"Credential Manager credentials were read.

Subject:
	Security ID:		WIN10-1\Bob
	Account Name:		Bob
	Account Domain:		DESKTOP-5877OOS
	Logon ID:		0x2C5E20
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager."
Audit Success,22/10/2025 12:34:27 am,Microsoft-Windows-Security-Auditing,5379,User Account Management,"Credential Manager credentials were read.

Subject:
	Security ID:		WIN10-1\Bob
	Account Name:		Bob
	Account Domain:		DESKTOP-5877OOS
	Logon ID:		0x2C5E20
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager."
Audit Success,22/10/2025 12:34:27 am,Microsoft-Windows-Security-Auditing,5379,User Account Management,"Credential Manager credentials were read.

Subject:
	Security ID:		WIN10-1\Bob
	Account Name:		Bob
	Account Domain:		DESKTOP-5877OOS
	Logon ID:		0x2C5E20
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager."
Audit Success,22/10/2025 12:34:34 am,Microsoft-Windows-Security-Auditing,5379,User Account Management,"Credential Manager credentials were read.

Subject:
	Security ID:		WIN10-1\Bob
	Account Name:		Bob
	Account Domain:		DESKTOP-5877OOS
	Logon ID:		0x2C5E20
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager."
Audit Success,22/10/2025 12:34:43 am,Microsoft-Windows-Security-Auditing,5379,User Account Management,"Credential Manager credentials were read.

Subject:
	Security ID:		WIN10-1\Bob
	Account Name:		Bob
	Account Domain:		DESKTOP-5877OOS
	Logon ID:		0x2C5E20
	Read Operation:		Enumerate Credentials

This event occurs when a user performs a read operation on stored credentials in Credential Manager."
Audit Success,22/10/2025 12:35:00 am,Microsoft-Windows-Security-Auditing,4624,Logon,"An account was successfully logged on.

Subject:
	Security ID:		SYSTEM
	Account Name:		WIN-V9E96E0LK6Q$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

Logon Information:
	Logon Type:		5
	Restricted Admin Mode:	-
	Virtual Account:		No
	Elevated Token:		Yes

Impersonation Level:		Impersonation

New Logon:
	Security ID:		SYSTEM
	Account Name:		SYSTEM
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E7
	Linked Logon ID:		0x0
	Network Account Name:	-
	Network Account Domain:	-
	Logon GUID:		{00000000-0000-0000-0000-000000000000}

Process Information:
	Process ID:		0x280
	Process Name:		C:\Windows\System32\services.exe

Network Information:
	Workstation Name:	-
	Source Network Address:	-
	Source Port:		-

Detailed Authentication Information:
	Logon Process:		Advapi  
	Authentication Package:	Negotiate
	Transited Services:	-
	Package Name (NTLM only):	-
	Key Length:		0

This event is generated when a logon session is created. It is generated on the computer that was accessed.

The subject fields indicate the account on the local system which requested the logon. This is most commonly a service such as the Server service, or a local process such as Winlogon.exe or Services.exe.

The logon type field indicates the kind of logon that occurred. The most common types are 2 (interactive) and 3 (network).

The New Logon fields indicate the account for whom the new logon was created, i.e. the account that was logged on.

The network fields indicate where a remote logon request originated. Workstation name is not always available and may be left blank in some cases.

The impersonation level field indicates the extent to which a process in the logon session can impersonate.

The authentication information fields provide detailed information about this specific logon request.
	- Logon GUID is a unique identifier that can be used to correlate this event with a KDC event.
	- Transited services indicate which intermediate services have participated in this logon request.
	- Package name indicates which sub-protocol was used among the NTLM protocols.
	- Key length indicates the length of the generated session key. This will be 0 if no session key was requested."
Audit Success,22/10/2025 12:35:00 am,Microsoft-Windows-Security-Auditing,4672,Special Logon,"Special privileges assigned to new logon.

Subject:
	Security ID:		SYSTEM
	Account Name:		SYSTEM
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E7

Privileges:		SeAssignPrimaryTokenPrivilege
			SeTcbPrivilege
			SeSecurityPrivilege
			SeTakeOwnershipPrivilege
			SeLoadDriverPrivilege
			SeBackupPrivilege
			SeRestorePrivilege
			SeDebugPrivilege
			SeAuditPrivilege
			SeSystemEnvironmentPrivilege
			SeImpersonatePrivilege
			SeDelegateSessionUserImpersonatePrivilege"
Audit Success,22/10/2025 12:35:03 am,Microsoft-Windows-Security-Auditing,5890,System Integrity,"An object was added to the COM+ Catalog.

Subject:
	Security ID:		SYSTEM
	Account Name:		SYSTEM
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E7

Object:
	COM+ Catalog Collection:	Applications
	Object Name:			
		ID = {5211C7B6-350B-491D-8D4E-6BDE5B7ECEA2}
		AppPartitionID = {41E90F3E-56C1-4633-81C3-6E8BAC8BDD70}
	Object Details:			
		Name = VMware Snapshot Provider
		ApplicationProxyServerName = 
		ProcessType = 2
		CommandLine = 
		ServiceName = 
		RunAsUserType = 1
		Identity = Interactive User
		Description = VMware Snapshot Provider
		IsSystem = N
		Authentication = 6
		ShutdownAfter = 3
		RunForever = N
		Password = ********
		Activation = Local
		Changeable = Y
		Deleteable = Y
		CreatedBy = 
		AccessChecksLevel = 1
		ApplicationAccessChecksEnabled = 0
		cCOL_SecurityDescriptor = <Opaque>
		ImpersonationLevel = 2
		AuthenticationCapability = 2
		CRMEnabled = 0
		3GigSupportEnabled = 0
		QueuingEnabled = 0
		QueueListenerEnabled = N
		EventsEnabled = 1
		ProcessFlags = 0
		ThreadMax = 0
		ApplicationProxy = 0
		CRMLogFile = 
		DumpEnabled = 0
		DumpOnException = 0
		DumpOnFailfast = 0
		MaxDumpCount = 5
		DumpPath = %systemroot%\system32\com\dmp
		IsEnabled = 1
		ConcurrentApps = 1
		RecycleLifetimeLimit = 0
		RecycleCallLimit = 0
		RecycleActivationLimit = 0
		RecycleMemoryLimit = 0
		RecycleExpirationTimeout = 15
		QCListenerMaxThreads = 0
		QCAuthenticateMsgs = 0
		ApplicationDirectory = 
		SRPTrustLevel = 262144
		SRPEnabled = 0
		SoapActivated = 0
		SoapVRoot = 
		SoapMailTo = 
		SoapBaseUrl = 
		Replicable = 1"
Audit Success,22/10/2025 12:35:04 am,Microsoft-Windows-Security-Auditing,5890,System Integrity,"An object was added to the COM+ Catalog.

Subject:
	Security ID:		SYSTEM
	Account Name:		SYSTEM
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E7

Object:
	COM+ Catalog Collection:	Roles
	Object Name:			
		ApplId = {5211C7B6-350B-491D-8D4E-6BDE5B7ECEA2}
		Name = Administrators
	Object Details:			
		Description = Administrators group"
Audit Success,22/10/2025 12:35:04 am,Microsoft-Windows-Security-Auditing,4798,User Account Management,"A user's local group membership was enumerated.

Subject:
	Security ID:		SYSTEM
	Account Name:		WIN-V9E96E0LK6Q$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

User:
	Security ID:		WIN10-1\Administrator
	Account Name:		Administrator
	Account Domain:		DESKTOP-5877OOS

Process Information:
	Process ID:		0x11e8
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe"
Audit Success,22/10/2025 12:35:04 am,Microsoft-Windows-Security-Auditing,4798,User Account Management,"A user's local group membership was enumerated.

Subject:
	Security ID:		SYSTEM
	Account Name:		WIN-V9E96E0LK6Q$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

User:
	Security ID:		WIN10-1\Bob
	Account Name:		Bob
	Account Domain:		DESKTOP-5877OOS

Process Information:
	Process ID:		0x11e8
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe"
Audit Success,22/10/2025 12:35:04 am,Microsoft-Windows-Security-Auditing,4798,User Account Management,"A user's local group membership was enumerated.

Subject:
	Security ID:		SYSTEM
	Account Name:		WIN-V9E96E0LK6Q$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

User:
	Security ID:		WIN10-1\DefaultAccount
	Account Name:		DefaultAccount
	Account Domain:		DESKTOP-5877OOS

Process Information:
	Process ID:		0x11e8
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe"
Audit Success,22/10/2025 12:35:04 am,Microsoft-Windows-Security-Auditing,4798,User Account Management,"A user's local group membership was enumerated.

Subject:
	Security ID:		SYSTEM
	Account Name:		WIN-V9E96E0LK6Q$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

User:
	Security ID:		S-1-5-21-4045774015-439033036-4038580180-1000
	Account Name:		defaultuser0
	Account Domain:		DESKTOP-5877OOS

Process Information:
	Process ID:		0x11e8
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe"
Audit Success,22/10/2025 12:35:04 am,Microsoft-Windows-Security-Auditing,4798,User Account Management,"A user's local group membership was enumerated.

Subject:
	Security ID:		SYSTEM
	Account Name:		WIN-V9E96E0LK6Q$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

User:
	Security ID:		WIN10-1\Guest
	Account Name:		Guest
	Account Domain:		DESKTOP-5877OOS

Process Information:
	Process ID:		0x11e8
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe"
Audit Success,22/10/2025 12:35:04 am,Microsoft-Windows-Security-Auditing,4798,User Account Management,"A user's local group membership was enumerated.

Subject:
	Security ID:		SYSTEM
	Account Name:		WIN-V9E96E0LK6Q$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

User:
	Security ID:		WIN10-1\WDAGUtilityAccount
	Account Name:		WDAGUtilityAccount
	Account Domain:		DESKTOP-5877OOS

Process Information:
	Process ID:		0x11e8
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe"
Audit Success,22/10/2025 12:35:04 am,Microsoft-Windows-Security-Auditing,4798,User Account Management,"A user's local group membership was enumerated.

Subject:
	Security ID:		SYSTEM
	Account Name:		WIN-V9E96E0LK6Q$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

User:
	Security ID:		WIN10-1\Administrator
	Account Name:		Administrator
	Account Domain:		DESKTOP-5877OOS

Process Information:
	Process ID:		0x11e8
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe"
Audit Success,22/10/2025 12:35:04 am,Microsoft-Windows-Security-Auditing,4798,User Account Management,"A user's local group membership was enumerated.

Subject:
	Security ID:		SYSTEM
	Account Name:		WIN-V9E96E0LK6Q$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

User:
	Security ID:		WIN10-1\Bob
	Account Name:		Bob
	Account Domain:		DESKTOP-5877OOS

Process Information:
	Process ID:		0x11e8
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe"
Audit Success,22/10/2025 12:35:04 am,Microsoft-Windows-Security-Auditing,4798,User Account Management,"A user's local group membership was enumerated.

Subject:
	Security ID:		SYSTEM
	Account Name:		WIN-V9E96E0LK6Q$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

User:
	Security ID:		WIN10-1\DefaultAccount
	Account Name:		DefaultAccount
	Account Domain:		DESKTOP-5877OOS

Process Information:
	Process ID:		0x11e8
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe"
Audit Success,22/10/2025 12:35:04 am,Microsoft-Windows-Security-Auditing,4798,User Account Management,"A user's local group membership was enumerated.

Subject:
	Security ID:		SYSTEM
	Account Name:		WIN-V9E96E0LK6Q$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

User:
	Security ID:		S-1-5-21-4045774015-439033036-4038580180-1000
	Account Name:		defaultuser0
	Account Domain:		DESKTOP-5877OOS

Process Information:
	Process ID:		0x11e8
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe"
Audit Success,22/10/2025 12:35:04 am,Microsoft-Windows-Security-Auditing,4798,User Account Management,"A user's local group membership was enumerated.

Subject:
	Security ID:		SYSTEM
	Account Name:		WIN-V9E96E0LK6Q$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

User:
	Security ID:		WIN10-1\Guest
	Account Name:		Guest
	Account Domain:		DESKTOP-5877OOS

Process Information:
	Process ID:		0x11e8
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe"
Audit Success,22/10/2025 12:35:04 am,Microsoft-Windows-Security-Auditing,4798,User Account Management,"A user's local group membership was enumerated.

Subject:
	Security ID:		SYSTEM
	Account Name:		WIN-V9E96E0LK6Q$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

User:
	Security ID:		WIN10-1\WDAGUtilityAccount
	Account Name:		WDAGUtilityAccount
	Account Domain:		DESKTOP-5877OOS

Process Information:
	Process ID:		0x11e8
	Process Name:		C:\Windows\System32\wbem\WmiPrvSE.exe"
Audit Success,22/10/2025 12:35:04 am,Microsoft-Windows-Security-Auditing,5890,System Integrity,"An object was added to the COM+ Catalog.

Subject:
	Security ID:		SYSTEM
	Account Name:		SYSTEM
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E7

Object:
	COM+ Catalog Collection:	UsersInRole
	Object Name:			
		ApplId = {5211C7B6-350B-491D-8D4E-6BDE5B7ECEA2}
		Name = Administrators
		User = .\Administrators
	Object Details:			
		<null>"
Audit Success,22/10/2025 12:35:04 am,Microsoft-Windows-Security-Auditing,5890,System Integrity,"An object was added to the COM+ Catalog.

Subject:
	Security ID:		SYSTEM
	Account Name:		SYSTEM
	Account Domain:		NT AUTHORITY
	Logon ID:		0x3E7

Object:
	COM+ Catalog Collection:	UsersInRole
	Object Name:			
		ApplId = {5211C7B6-350B-491D-8D4E-6BDE5B7ECEA2}
		Name = Administrators
		User = SYSTEM
	Object Details:			
		<null>"
Audit Success,22/10/2025 12:35:18 am,Microsoft-Windows-Security-Auditing,4647,Logoff,"User initiated logoff:

Subject:
	Security ID:		WIN10-1\Bob
	Account Name:		Bob
	Account Domain:		DESKTOP-5877OOS
	Logon ID:		0x2C5E20

This event is generated when a logoff is initiated. No further user-initiated activity can occur. This event can be interpreted as a logoff event."
Audit Success,22/10/2025 12:35:18 am,Microsoft-Windows-Security-Auditing,4798,User Account Management,"A user's local group membership was enumerated.

Subject:
	Security ID:		SYSTEM
	Account Name:		WIN-V9E96E0LK6Q$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

User:
	Security ID:		WIN10-1\Administrator
	Account Name:		Administrator
	Account Domain:		DESKTOP-5877OOS

Process Information:
	Process ID:		0x3c
	Process Name:		C:\Windows\System32\svchost.exe"
Audit Success,22/10/2025 12:35:18 am,Microsoft-Windows-Security-Auditing,4798,User Account Management,"A user's local group membership was enumerated.

Subject:
	Security ID:		SYSTEM
	Account Name:		WIN-V9E96E0LK6Q$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

User:
	Security ID:		WIN10-1\Bob
	Account Name:		Bob
	Account Domain:		DESKTOP-5877OOS

Process Information:
	Process ID:		0x3c
	Process Name:		C:\Windows\System32\svchost.exe"
Audit Success,22/10/2025 12:35:18 am,Microsoft-Windows-Security-Auditing,4798,User Account Management,"A user's local group membership was enumerated.

Subject:
	Security ID:		SYSTEM
	Account Name:		WIN-V9E96E0LK6Q$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

User:
	Security ID:		WIN10-1\DefaultAccount
	Account Name:		DefaultAccount
	Account Domain:		DESKTOP-5877OOS

Process Information:
	Process ID:		0x3c
	Process Name:		C:\Windows\System32\svchost.exe"
Audit Success,22/10/2025 12:35:18 am,Microsoft-Windows-Security-Auditing,4798,User Account Management,"A user's local group membership was enumerated.

Subject:
	Security ID:		SYSTEM
	Account Name:		WIN-V9E96E0LK6Q$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

User:
	Security ID:		S-1-5-21-4045774015-439033036-4038580180-1000
	Account Name:		defaultuser0
	Account Domain:		DESKTOP-5877OOS

Process Information:
	Process ID:		0x3c
	Process Name:		C:\Windows\System32\svchost.exe"
Audit Success,22/10/2025 12:35:18 am,Microsoft-Windows-Security-Auditing,4798,User Account Management,"A user's local group membership was enumerated.

Subject:
	Security ID:		SYSTEM
	Account Name:		WIN-V9E96E0LK6Q$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

User:
	Security ID:		WIN10-1\Guest
	Account Name:		Guest
	Account Domain:		DESKTOP-5877OOS

Process Information:
	Process ID:		0x3c
	Process Name:		C:\Windows\System32\svchost.exe"
Audit Success,22/10/2025 12:35:18 am,Microsoft-Windows-Security-Auditing,4798,User Account Management,"A user's local group membership was enumerated.

Subject:
	Security ID:		SYSTEM
	Account Name:		WIN-V9E96E0LK6Q$
	Account Domain:		WORKGROUP
	Logon ID:		0x3E7

User:
	Security ID:		WIN10-1\WDAGUtilityAccount
	Account Name:		WDAGUtilityAccount
	Account Domain:		DESKTOP-5877OOS

Process Information:
	Process ID:		0x3c
	Process Name:		C:\Windows\System32\svchost.exe"
Audit Success,22/10/2025 12:35:19 am,Microsoft-Windows-Eventlog,1100,Service shutdown,The event logging service has shut down.
Audit Success,22/10/2025 12:35:34 am,Microsoft-Windows-Security-Auditing,4688,Process Creation,"A new process has been created.

Creator Subject:
	Security ID:		SYSTEM
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x3E7

Target Subject:
	Security ID:		NULL SID
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x0

Process Information:
	New Process ID:		0x5c
	New Process Name:	Registry
	Token Elevation Type:	%%1936
	Mandatory Label:		Mandatory Label\System Mandatory Level
	Creator Process ID:	0x4
	Creator Process Name:	
	Process Command Line:	

Token Elevation Type indicates the type of token that was assigned to the new process in accordance with User Account Control policy.

Type 1 is a full token with no privileges removed or groups disabled.  A full token is only used if User Account Control is disabled or if the user is the built-in Administrator account or a service account.

Type 2 is an elevated token with no privileges removed or groups disabled.  An elevated token is used when User Account Control is enabled and the user chooses to start the program using Run as administrator.  An elevated token is also used when an application is configured to always require administrative privilege or to always require maximum privilege, and the user is a member of the Administrators group.

Type 3 is a limited token with administrative privileges removed and administrative groups disabled.  The limited token is used when User Account Control is enabled, the application does not require administrative privilege, and the user does not choose to start the program using Run as administrator."
Audit Success,22/10/2025 12:35:34 am,Microsoft-Windows-Security-Auditing,4696,Process Creation,"A primary token was assigned to process.

Subject:
	Security ID:		SYSTEM
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x3E7

Process Information:
	Process ID:	0x4
	Process Name:	

Target Process:
	Target Process ID:	0x5c
	Target Process Name:	Registry

New Token Information:
	Security ID:		NULL SID
	Account Name:		-
	Account Domain:		-
	Logon ID:		0x3E7"
